Sample_ID,Date_BC_AD_Median,MDS_C1,MDS_C2,x,y
I1972,-4753,0.04536,0.01596,3247854.6416003145,2262963.4507194767
I0447_published,-4750,0.03805,0.00578,5110037.698379312,2637228.6748811603
I0449,-4750,0.03492,0.00287,5110037.698379312,2637228.6748811603
I2358,-4750,0.04045,0.00726,5111205.10888437,2761295.249818989
I2387,-4750,0.03202,0.01033,5106964.168188468,2641066.3861406357
I2746,-4750,0.04242,0.00195,5171496.512543759,2711848.943305014
OBN002,-4750,0.02676,0.02643,4134587.124694187,2819466.61889642
OBN010,-4750,0.02787,0.02514,4134587.124694187,2819466.61889642
I1670,-4744,0.0082,-0.05001,7688964.958226774,2127724.8827763093
GRG027,-4744,0.04182,0.01867,3840571.3455039337,2782774.3158406476
I1900,-4740,0.0469,5.3e-4,4920860.150609999,2697556.9314110414
LBR003,-4735,0.03087,0.02583,4077841.0742380563,2292758.077586878
I4305,-4734,0.03314,0.02626,3985490.8837246625,2270195.315181484
I1662,-4732,0.01162,-0.0476,7688964.958226774,2127724.8827763093
GRG028,-4725,0.04245,0.018,3840571.3455039337,2782774.3158406476
I1905_published,-4718,0.03907,0.00647,4968862.88740763,2748594.419106929
TU916_SX30,-4712,0.04172,0.00983,4149844.686341891,2829421.209573088
ROS45.SG,-4699,0.03902,0.00978,4134059.396178621,2823600.1671297085
I4304,-4693,0.03255,0.02711,3985490.8837246625,2270195.315181484
I4167,-4691,0.04729,-0.00366,5002133.742572889,2509434.8060217462
TU919_SX33,-4684,0.0484,0.00146,4149844.686341891,2829421.209573088
I2431,-4681,0.03346,0.0023,5673198.52156585,2372679.7379080215
I4303,-4681,0.03456,0.02333,3985490.8837246625,2270195.315181484
ROS82.SG,-4676,0.03573,0.00779,4134059.396178621,2823600.1671297085
GRG057,-4668,0.03933,0.01984,3840571.3455039337,2782774.3158406476
OBN001,-4663,0.01568,0.04352,4134587.124694187,2819466.61889642
TU915_SX29,-4650,0.04026,0.00979,4149844.686341891,2829421.209573088
ROS102.SG,-4650,0.02618,0.01608,4134059.396178621,2823600.1671297085
ROS78.SG,-4650,0.03607,0.00888,4134059.396178621,2823600.1671297085
I4111,-4646,-0.065310000000000007,0.04128,6028715.537616784,3146182.7167555536
Kivisaare3,-4646,-0.06509,0.06046,5255202.9060042845,4013614.0046025263
GRG018,-4644,0.03986,0.01752,3840571.3455039337,2782774.3158406476
I4168,-4640,0.04677,0.00161,5002133.742572889,2509434.8060217462
I5078,-4622,0.05127,-0.00126,5003239.113395133,2533276.2004948594
GRG049,-4622,0.03798,0.01148,3840571.3455039337,2782774.3158406476
Donkalnis6,-4620,-0.05811,0.08543,5095857.899607944,3700896.6974675013
ANI159-ANI181,-4616,0.0316,0.0013,5761064.615404232,2406432.010539394
I0634,-4609,0.04612,-0.00484,5089973.574258958,2471233.7755237687
I0433,-4608,-0.07888,-0.00914,6778671.924570484,3916713.98906923
I2352,-4600,0.04656,0.00386,4920860.150609999,2697556.9314110414
I1899,-4600,0.04753,0.0018600000000000001,4920860.150609999,2697556.9314110414
I1901,-4600,0.04158,0.00321,4920860.150609999,2697556.9314110414
I1903,-4600,0.04501,0.001,4991471.278975959,2605058.018123336
I1906,-4600,0.04396,0.0014,4968862.88740763,2748594.419106929
I1902_published,-4600,0.04655,3e-4,4925526.213688794,2688666.865071793
OBN011,-4595,0.03708,0.00702,4134587.124694187,2819466.61889642
OBN003,-4590,0.01302,0.03876,4134587.124694187,2819466.61889642
OBN008,-4589,0.02877,0.02756,4134587.124694187,2819466.61889642
I1661,-4587,0.00811,-0.04986,7688964.958226774,2127724.8827763093
ANI160,-4580,0.03049,-0.00133,5761064.615404232,2406432.010539394
OBN004,-4575,0.03947,0.0089,4134587.124694187,2819466.61889642
FLR004,-4559,0.03879,0.01456,3567066.3455536403,2950744.289340769
I3708,-4550,0.04847,-0.01101,5432633.82007828,1597606.9801347093
Es97-1.SG,-4550,0.02345,0.02947,3739670.209378171,3122599.1878798855
kol2BE.SG,-4539,0.03861,-9.6e-4,4693347.295129299,3003938.4582383074
I1131,-4527,0.04924,3.3e-4,5089973.574258958,2471233.7755237687
I2425,-4520,0.036,6.7e-4,5677929.816799283,2369199.0642566765
I2056,-4514,0.00133,-0.04152,6648072.206764499,2850166.7155860784
I2181_published,-4507,-0.00176,-0.00347,5695174.179734366,2373049.5431111855
GRG003,-4500,0.03862,0.01616,3840571.3455039337,2782774.3158406476
GRG008,-4500,0.03724,0.0179,3840571.3455039337,2782774.3158406476
GRG015,-4500,0.03698,0.02065,3840571.3455039337,2782774.3158406476
GRG019,-4500,0.03779,0.01701,3840571.3455039337,2782774.3158406476
GRG021,-4500,0.03892,0.01626,3840571.3455039337,2782774.3158406476
GRG022,-4500,0.03716,0.01989,3840571.3455039337,2782774.3158406476
GRG023,-4500,0.04005,0.02232,3840571.3455039337,2782774.3158406476
GRG025,-4500,0.04051,0.01475,3840571.3455039337,2782774.3158406476
GRG035,-4500,0.03812,0.01924,3840571.3455039337,2782774.3158406476
GRG041,-4500,0.04116,0.01686,3840571.3455039337,2782774.3158406476
GRG043,-4500,0.04212,0.01616,3840571.3455039337,2782774.3158406476
GRG047,-4500,0.04035,0.01784,3840571.3455039337,2782774.3158406476
GRG050,-4500,0.03712,0.02049,3840571.3455039337,2782774.3158406476
GRG052,-4500,0.0396,0.01886,3840571.3455039337,2782774.3158406476
GRG056,-4500,0.03881,0.01716,3840571.3455039337,2782774.3158406476
I2430,-4498,0.03567,0.00105,5695174.179734366,2373049.5431111855
I7197,-4488,0.04785,0.00154,4633591.685235001,3002376.6913447245
FLR014,-4480,0.04055,0.01465,3567066.3455536403,2950744.289340769
CHA004.A0102,-4475,0.03508,0.01938,3483855.393355125,2179797.3105630362
FLR001,-4471,0.03817,0.01663,3567066.3455536403,2950744.289340769
GRG016,-4462,0.04062,0.01838,3840571.3455039337,2782774.3158406476
I0781,-4460,0.04293,-0.00379,5494483.143317103,2236799.539149868
OBN009,-4454,0.04446,0.00752,4134587.124694187,2819466.61889642
I0166,-4450,0.04418,0.00596,4393069.420378387,3198945.687514141
I2423,-4425,0.04196,0.00129,5695174.179734366,2373049.5431111855
OBN007,-4420,0.04198,0.00502,4134587.124694187,2819466.61889642
FLR003,-4419,0.0393,0.01801,3567066.3455536403,2950744.289340769
I4894,-4414,0.0431,0.00493,4639544.287968983,3010759.6996299434
I1495,-4412,0.03876,0.00737,5064615.0414223485,2722047.535186114
TU877_SX11,-4404,0.0335,0.02326,4111845.3446775363,2659263.464613505
FLR013,-4404,0.03867,0.01672,3567066.3455536403,2950744.289340769
I0785,-4402,0.04822,-0.00689,5494483.143317103,2236799.539149868
Klei10.SG,-4397,0.04698,-0.01187,5327553.041058014,2005093.0359664923
Pal7.SG,-4397,0.04438,-0.01062,5351096.817663386,1932658.8612206297
FLR010,-4394,0.04118,0.0148,3567066.3455536403,2950744.289340769
I4893,-4393,0.04411,0.00449,4639544.287968983,3010759.6996299434
TU875_SX9,-4384,0.03259,0.01914,4111845.3446775363,2659263.464613505
I2427,-4362,0.04082,-0.00275,5677929.816799283,2369199.0642566765
FLR007,-4362,0.04073,0.01739,3567066.3455536403,2950744.289340769
FLR005,-4347,0.04227,0.01485,3567066.3455536403,2950744.289340769
Pir4.SG,-4344,0.03372,0.01882,3769751.5257378016,2263130.4472498517
I2424,-4341,0.03674,-0.00167,5695174.179734366,2373049.5431111855
BER001.SG,-4338,-0.07955,0.01671,6049259.110222664,4075645.1322648805
LON003,-4335,0.03896,0.01648,4255284.2026785575,1864440.5911192207
I2793_published,-4334,0.03915,0.00844,5106953.1764511345,2730684.771666343
Spiginas1,-4322,-0.06053,0.08409,5096335.714280126,3696450.9666746734
N22.SG,-4322,-0.06111,0.08243,4922166.076865926,3314725.9106071345
N25.SG,-4300,0.0337,0.0048,4915449.867967908,3313903.1798350113
N27.SG,-4300,0.03175,0.00671,4915449.867967908,3313903.1798350113
N36.SG,-4300,0.03158,0.00735,5121803.322561192,3124461.348898151
BUCH2.SG,-4300,0.04075,0.01849,3884014.7817872823,2808818.81754895
CRE20D.SG,-4300,0.03587,0.01678,3762091.4477299554,2258597.0771944164
VJ1001,-4286,-0.05386,-0.04056,6886353.129194582,2907024.9986684285
I2394,-4285,0.0445,0.00512,4920860.150609999,2697556.9314110414
PRI001,-4280,0.03564,0.01894,3513478.7188112605,2616703.0235307394
I4088,-4253,0.03496,0.00439,5246071.680259911,2814847.4225432435
I2353,-4250,0.04164,0.00559,5111205.10888437,2761295.249818989
I2354,-4250,0.03958,0.0048,5111205.10888437,2761295.249818989
I2395,-4250,0.03884,0.00501,5111205.10888437,2761295.249818989
I1907_published,-4250,0.03899,0.01021,4873746.727652781,2752586.3496454568
N26.SG,-4246,0.03925,0.00325,5121803.322561192,3124461.348898151
I4437,-4234,-0.06482,0.0647,5250921.5075693745,3785118.8996235537
I1634,-4219,0.00239,-0.03191,7232795.768384551,2543691.9905061405
Donkalnis1,-4200,-0.05211,0.07069,5218792.218186971,3724200.721676517
Kretuonas2,-4200,-0.06253,0.0766,5335080.613271672,3686749.7745304657
Kretuonas4,-4200,-0.0649,0.07612,5335080.613271672,3686749.7745304657
I11929,-4200,0.03857,0.00505,5152327.609254607,2810910.0607121126
I11933,-4200,0.04178,0.00508,5152327.609254607,2810910.0607121126
PRI005,-4200,0.02805,0.01572,3513478.7188112605,2616703.0235307394
PRI006,-4200,0.03662,0.02346,3513478.7188112605,2616703.0235307394
VLI004,-4188,0.03788,0.00921,4637202.774579036,3037813.782632078
NOE002,-4182,0.03906,0.0192,4201475.680172819,1953163.7086869115
N31.SG,-4181,0.03405,0.01025,4915449.867967908,3313903.1798350113
Kretuonas1,-4174,-0.05829,0.07036,5335080.613271672,3686749.7745304657
BERG157-7.SG,-4165,0.03441,0.01334,3704021.5409894334,2265653.779971309
I4436,-4164,-0.07578,0.03176,5250921.5075693745,3785118.8996235537
I7550,-4150,0.02658,0.02752,2866793.858690731,1640651.6789806904
I8134,-4150,0.03877,0.02266,2866793.858690731,1640651.6789806904
I1631,-4141,4.4e-4,-0.0296,7232795.768384551,2543691.9905061405
I10293,-4138,0.04224,0.00566,4918308.178986298,2512380.2640208607
SID005,-4136,0.04369,0.01691,4205136.274697595,1948453.8775424233
NOE001,-4134,0.03409,0.01811,4201475.680172819,1953163.7086869115
GRG032,-4134,0.0399,0.01865,3840571.3455039337,2782774.3158406476
I7042,-4132,0.03779,0.00773,5002450.958649353,2743555.527838505
I1909,-4132,0.0395,0.00408,4984950.67096867,2580577.308601545
PG2004,-4132,-0.0618,-0.03807,6909194.21750178,2893612.2487220643
TUC007,-4132,0.02409,0.01538,4626308.765091553,3011754.0972083407
I10052,-4131,0.0414,1.3e-4,4918308.178986298,2512380.2640208607
NER001,-4131,0.01325,0.02621,4643264.376399819,3027261.465049775
I1632,-4130,0.0082,-0.0338,7232795.768384551,2543691.9905061405
N28.SG,-4124,0.03738,0.00472,4915449.867967908,3313903.1798350113
I4627,-4122,-0.06281,0.06571,5250921.5075693745,3785118.8996235537
BLP10.SG,-4119,0.03448,0.0133,3866796.5518459007,2939257.6271328926
I4189,-4100,0.0388,0.00625,4993771.104404712,2605329.2602128284
I1908,-4100,0.04042,0.00698,4874071.8099707905,2648843.596410825
I10045,-4100,0.04514,0.00274,4918308.178986298,2512380.2640208607
I10047,-4100,0.04359,0.00522,4918308.178986298,2512380.2640208607
I10048,-4100,0.04381,0.00188,4918308.178986298,2512380.2640208607
I10049,-4100,0.04333,0.00511,4918308.178986298,2512380.2640208607
I10050,-4100,0.04048,0.00405,4918308.178986298,2512380.2640208607
I10053,-4100,0.04365,0.00436,4918308.178986298,2512380.2640208607
I10055,-4100,0.04307,0.00151,4918308.178986298,2512380.2640208607
I10056,-4100,0.0443,0.00389,4918308.178986298,2512380.2640208607
I10057,-4100,0.04296,0.00121,4918308.178986298,2512380.2640208607
I10062,-4100,0.04192,0.00549,4918308.178986298,2512380.2640208607
I10063,-4100,0.0469,0.00144,4918308.178986298,2512380.2640208607
I10064,-4100,0.04513,0.00471,4918308.178986298,2512380.2640208607
I10065,-4100,0.04317,0.00384,4918308.178986298,2512380.2640208607
I10069,-4100,0.04132,0.00305,4918308.178986298,2512380.2640208607
I10071,-4100,0.04032,0.00718,4918308.178986298,2512380.2640208607
I10072,-4100,0.045,0.00108,4918308.178986298,2512380.2640208607
I10271,-4100,0.04366,0.00367,4918308.178986298,2512380.2640208607
I10273,-4100,0.04703,0.00333,4918308.178986298,2512380.2640208607
I10275,-4100,0.04561,2.3e-4,4918308.178986298,2512380.2640208607
I10291,-4100,0.04454,0.00314,4918308.178986298,2512380.2640208607
I10299,-4100,0.04535,0.00418,4918308.178986298,2512380.2640208607
I10303,-4100,0.0384,0.00272,4918308.178986298,2512380.2640208607
I10046,-4100,0.04759,1.1e-4,4918308.178986298,2512380.2640208607
I10054,-4100,0.04509,0.00567,4918308.178986298,2512380.2640208607
I10070,-4100,0.04241,0.00509,4918308.178986298,2512380.2640208607
I10274,-4100,0.04572,0.00333,4918308.178986298,2512380.2640208607
I10294,-4100,0.04326,0.00377,4918308.178986298,2512380.2640208607
I10297,-4100,0.0445,0.0038,4918308.178986298,2512380.2640208607
N42.SG,-4100,-0.00651,0.0378,4915449.867967908,3313903.1798350113
BERG157-2.SG,-4100,0.03364,0.01613,3704021.5409894334,2265653.779971309
I1409,-4099,-0.00475,-0.03174,7232795.768384551,2543691.9905061405
I7187,-4098,0.02662,0.02304,4622547.477799519,3012427.5031897463
I10272,-4046,0.04274,0.00466,4918308.178986298,2512380.2640208607
I2783,-4035,0.03342,0.00885,5016913.729993268,2622668.286906922
SRA62.SG,-4028,-0.06103,0.10517,3141740.661185808,3616383.0064899176
I4435,-4016,-0.08322,0.00989,5250921.5075693745,3785118.8996235537
FLR002,-4016,0.03746,0.016,3567066.3455536403,2950744.289340769
I15946,-4013,0.04095,0.01715,4178455.458707237,1949320.2263816774
LugarCanto41.SG,-4000,0.02392,0.02258,2709342.7997673433,2014609.5875709525
LugarCanto42.SG,-4000,0.03024,0.02236,2709342.7997673433,2014609.5875709525
LugarCanto44.SG,-4000,0.02651,0.02548,2709342.7997673433,2014609.5875709525
LugarCanto45.SG,-4000,0.02747,0.01849,2709342.7997673433,2014609.5875709525
I0644,-4000,0.04222,-0.0226,6674002.554744517,1493953.1456440664
I1177_published,-4000,0.04252,-0.02559,6674002.554744517,1493953.1456440664
I1155_published,-4000,0.04361,-0.02064,6674002.554744517,1493953.1456440664
I1181_published,-4000,0.0442,-0.02328,6674002.554744517,1493953.1456440664
I1172,-4000,0.04093,-0.02218,6674002.554744517,1493953.1456440664
I1187,-4000,0.04504,-0.02302,6674002.554744517,1493953.1456440664
I1171,-4000,0.04332,-0.02171,6674002.554744517,1493953.1456440664
I1164,-4000,0.04491,-0.02539,6674002.554744517,1493953.1456440664
I1184,-4000,0.04328,-0.02489,6674002.554744517,1493953.1456440664
I1179,-4000,0.04512,-0.02097,6674002.554744517,1493953.1456440664
I1182,-4000,0.04448,-0.02298,6674002.554744517,1493953.1456440664
I1170,-4000,0.04337,-0.02394,6674002.554744517,1493953.1456440664
I1168,-4000,0.04159,-0.02271,6674002.554744517,1493953.1456440664
I1152,-4000,0.04293,-0.02505,6674002.554744517,1493953.1456440664
I1178,-4000,0.04117,-0.02187,6674002.554744517,1493953.1456440664
I1165,-4000,0.04112,-0.02351,6674002.554744517,1493953.1456440664
I1169,-4000,0.04106,-0.0223,6674002.554744517,1493953.1456440664
I1154,-4000,0.04627,-0.02551,6674002.554744517,1493953.1456440664
I7549,-4000,0.04219,0.02147,2866793.858690731,1640651.6789806904
I7547,-4000,0.03607,0.02256,2866793.858690731,1640651.6789806904
I7679_published,-4000,0.0422,0.01568,2866793.858690731,1640651.6789806904
I11902,-4000,0.03785,0.00835,5246071.680259911,2814847.4225432435
I11906,-4000,0.03608,0.00356,5246071.680259911,2814847.4225432435
Latvia_MN2.SG,-3994,-0.08853,0.00883,5250921.5075693745,3785118.8996235537
I4554,-3988,-0.08458,0.01202,5250921.5075693745,3785118.8996235537
I2318,-3980,0.051090000000000003,-0.00999,5486110.387012842,1694359.9329935105
BERG02-2.SG,-3948,0.03246,0.01505,3704021.5409894334,2265653.779971309
I3709,-3945,0.0454,-0.01361,5432633.82007828,1597606.9801347093
I1407,-3925,0.0064,-0.03201,7232795.768384551,2543691.9905061405
I14173,-3900,0.02675,0.02097,4622547.477799519,3012427.5031897463
I14171,-3900,0.03068,0.01937,4622547.477799519,3012427.5031897463
I14172,-3900,0.03295,0.02066,4622547.477799519,3012427.5031897463
I14167,-3900,0.0309,0.01984,4622547.477799519,3012427.5031897463
I14175,-3900,0.02866,0.02106,4622547.477799519,3012427.5031897463
I14170,-3900,0.03483,0.01465,4622547.477799519,3012427.5031897463
I14169,-3900,0.03213,0.01961,4622547.477799519,3012427.5031897463
I14168,-3900,0.02425,0.03334,4622547.477799519,3012427.5031897463
I14174,-3900,0.03207,0.0143,4622547.477799519,3012427.5031897463
I16122,-3900,0.0311,0.01788,4622547.477799519,3012427.5031897463
I16121,-3900,0.02888,0.0223,4622547.477799519,3012427.5031897463
SUC008,-3881,0.03761,0.01751,4189120.7707556174,1969325.8702785047
ELT006_merged,-3879,0.02879,0.0278,3539914.4652525345,2204294.749930147
I16168,-3876,0.04471,0.01705,4178455.458707237,1949320.2263816774
I2657,-3871,0.0256,0.02255,3373987.3103885604,3804494.579052511
I1665,-3867,0.01552,-0.04539,7688964.958226774,2127724.8827763093
I7643,-3867,0.03602,0.02516,3406142.7436479935,1798168.3844073538
I1674,-3866,0.00951,-0.04801,7688964.958226774,2127724.8827763093
IKI024,-3862,0.03001,-0.02824,6437856.842612185,2425331.1991061443
BRZ001,-3862,0.03382,0.01826,4587315.954162171,3034131.238554559
I15945,-3861,0.0359,0.01529,4178455.458707237,1949320.2263816774
I0807,-3855,0.03694,0.0133,4437852.512531057,3146812.0125714196
I6760_all.SG,-3833,0.03169,0.02357,3508475.560541357,3258774.7900425727
I1584_all,-3802,0.02247,-0.02552,5971415.890319424,2126190.8621892342
ART042,-3797,0.03171,-0.02801,6751468.540112106,2159833.7206594637
Kvarlov5164,-3796,0.02525,0.02142,4692773.821314511,4302578.728530218
ELT002_merged,-3785,0.033890000000000003,0.02375,3539914.4652525345,2204294.749930147
I16166,-3780,0.04222,0.01444,4205003.610466345,1924912.936986707
PN10_PN113.SG,-3780,0.03483,0.02314,3054579.4141778694,3495156.9422439584
PN04.SG,-3779,0.0335,0.01887,3054579.4141778694,3495156.9422439584
I3920,-3772,0.03751,-0.01719,5432633.82007828,1597606.9801347093
PN05.SG,-3765,0.03187,0.02394,3054579.4141778694,3495156.9422439584
I15943_published,-3763,0.04412,0.01728,4178455.458707237,1949320.2263816774
I7186,-3755,0.02809,0.01579,4622547.477799519,3012427.5031897463
I0405,-3750,0.03146,0.02411,3288751.55095192,2101215.516601104
I0407,-3750,0.03201,0.02309,3288751.55095192,2101215.516601104
I0406,-3750,0.03025,0.02576,3288751.55095192,2101215.516601104
I6762_all.SG,-3750,0.0307,0.02587,3531002.0081033255,3223291.4334714743
KOB005,-3749,0.02419,0.01895,4695647.40680339,3001871.4835109096
PN107.SG,-3747,0.02837,0.02197,3054579.4141778694,3495156.9422439584
I2110,-3741,0.02845,0.00667,5479516.882345829,2970988.661421505
I0408,-3735,0.03173,0.02871,3288751.55095192,2101215.516601104
I2788,-3729,0.02453,0.007,5077213.736876499,2726217.008334877
I3151_published,-3725,0.02322,0.00543,5479516.882345829,2970988.661421505
I16165,-3724,0.0395,0.01753,4205003.610466345,1924912.936986707
prs002-ALL_DATA.SG,-3712,0.03244,0.0208,3126514.239694584,3614603.947413004
ALX002,-3708,0.02064,-0.0369,7494831.846484721,2639798.209141202
VLI006,-3708,0.03731,0.01254,4637202.774579036,3037813.782632078
Tamula3,-3707,-0.07608,0.02574,5305988.775949698,3937510.6943936115
I7191,-3703,0.03348,0.02119,4622547.477799519,3012427.5031897463
I1926,-3701,0.02294,0.00843,5479516.882345829,2970988.661421505
san216.SG,-3701,0.02626,0.02062,3526387.741020456,2185577.7507197126
prs017-ALL_DATA.SG,-3701,0.03312,0.01878,3126514.239694584,3614603.947413004
I2789,-3700,0.0409,0.00836,5077213.736876499,2726217.008334877
I6750_all.SG,-3700,0.03228,0.02346,3503386.369992869,3174663.07417576
I6751_all.SG,-3700,0.03108,0.0248,3503386.369992869,3174663.07417576
I3005,-3699,0.03655,0.02615,3437244.6930977465,3212346.122826437
ART005,-3694,0.03367,-0.02747,6751468.540112106,2159833.7206594637
I1565,-3693,-0.0384,0.07486,4150448.504430187,3141429.2886266084
prs012-ALL_DATA.SG,-3693,0.0338,0.02544,3126514.239694584,3614603.947413004
prs003-ALL_DATA.SG,-3688,0.02723,0.02258,3126514.239694584,3614603.947413004
prs018-ALL_DATA.SG,-3688,0.03238,0.02432,3126514.239694584,3614603.947413004
I2633,-3686,0.03007,0.02645,3532789.9808224044,4012083.1579540307
ART039,-3686,0.02381,-0.0313,6751468.540112106,2159833.7206594637
